Timestamp,Total
2023-10-15 11:00:00,116.695
2023-10-15 12:00:00,113.705
2023-10-15 13:00:00,111.275
2023-10-15 14:00:00,108.825
2023-10-15 15:00:00,105.865
2023-10-15 16:00:00,104.88
2023-10-15 17:00:00,106.015
2023-10-15 18:00:00,107.605
2023-10-15 19:00:00,108.35
2023-10-15 20:00:00,108.74
2023-10-15 21:00:00,110.285
2023-10-15 22:00:00,110.265
2023-10-15 23:00:00,110.03
2023-10-16 00:00:00,110.36
2023-10-16 01:00:00,110.425
2023-10-16 02:00:00,110.43
2023-10-16 03:00:00,110.515
2023-10-16 04:00:00,111.595
2023-10-16 05:00:00,113.13
2023-10-16 06:00:00,115.27
2023-10-16 07:00:00,115.835
2023-10-16 08:00:00,115.72
2023-10-16 09:00:00,114.675
2023-10-16 10:00:00,111.965
2023-10-16 11:00:00,111.685
2023-10-16 12:00:00,112.225
2023-10-16 13:00:00,112.365
2023-10-16 14:00:00,112.985
2023-10-16 15:00:00,112.72
2023-10-16 16:00:00,114.15
2023-10-16 17:00:00,115.82
2023-10-16 18:00:00,115.555
2023-10-16 19:00:00,114.16
2023-10-16 20:00:00,113.345
2023-10-16 21:00:00,113.405
2023-10-16 22:00:00,111.8
2023-10-16 23:00:00,109.92
2023-10-17 00:00:00,109.86
2023-10-17 01:00:00,109.995
2023-10-17 02:00:00,109.85
2023-10-17 03:00:00,109.715
2023-10-17 04:00:00,110.705
2023-10-17 05:00:00,112.095
2023-10-17 06:00:00,113.98
2023-10-17 07:00:00,115.55
2023-10-17 08:00:00,115.52
2023-10-17 09:00:00,114.6
2023-10-17 10:00:00,112.88
2023-10-17 11:00:00,111.92
2023-10-17 12:00:00,111.58
2023-10-17 13:00:00,111.325
2023-10-17 14:00:00,111.51
2023-10-17 15:00:00,112.445
2023-10-17 16:00:00,113.915
2023-10-17 17:00:00,115.685
2023-10-17 18:00:00,115.64
2023-10-17 19:00:00,113.945
2023-10-17 20:00:00,112.61
2023-10-17 21:00:00,112.13
2023-10-17 22:00:00,110.595
2023-10-17 23:00:00,108.545
2023-10-18 00:00:00,108.6
2023-10-18 01:00:00,108.885
2023-10-18 02:00:00,108.815
2023-10-18 03:00:00,108.85
2023-10-18 04:00:00,110.09
2023-10-18 05:00:00,111.5
2023-10-18 06:00:00,113.525
2023-10-18 07:00:00,114.815
2023-10-18 08:00:00,114.77
2023-10-18 09:00:00,114.05
2023-10-18 10:00:00,112.54
2023-10-18 11:00:00,111.335
2023-10-18 12:00:00,111.765
2023-10-18 13:00:00,112.62
2023-10-18 14:00:00,113.475
2023-10-18 15:00:00,113.6
2023-10-18 16:00:00,115.405
2023-10-18 17:00:00,116.66
2023-10-18 18:00:00,116.335
2023-10-18 19:00:00,115.32
2023-10-18 20:00:00,114.72
2023-10-18 21:00:00,114.55
2023-10-18 22:00:00,112.82
2023-10-18 23:00:00,111.35
2023-10-19 00:00:00,111.285
2023-10-19 01:00:00,111.38
2023-10-19 02:00:00,111.445
2023-10-19 03:00:00,111.23
2023-10-19 04:00:00,112.785
2023-10-19 05:00:00,114.38
2023-10-19 06:00:00,116.225
2023-10-19 07:00:00,117.915
2023-10-19 08:00:00,118.185
2023-10-19 09:00:00,117.31
2023-10-19 10:00:00,115.605
2023-10-19 11:00:00,114.85
2023-10-19 12:00:00,114.785
2023-10-19 13:00:00,115.255
2023-10-19 14:00:00,115.425
2023-10-19 15:00:00,116.085
2023-10-19 16:00:00,117.84
2023-10-19 17:00:00,118.45
2023-10-19 18:00:00,118.1
2023-10-19 19:00:00,117.155
2023-10-19 20:00:00,115.945
2023-10-19 21:00:00,116.34
2023-10-19 22:00:00,114.835
2023-10-19 23:00:00,113.09
2023-10-20 00:00:00,112.98
2023-10-20 01:00:00,112.875
2023-10-20 02:00:00,112.84
2023-10-20 03:00:00,112.85
2023-10-20 04:00:00,113.4
2023-10-20 05:00:00,113.94
2023-10-20 06:00:00,113.135
2023-10-20 07:00:00,112.375
2023-10-20 08:00:00,110.355
2023-10-20 09:00:00,110.24
2023-10-20 10:00:00,111.415
2023-10-20 11:00:00,113.5
2023-10-20 12:00:00,116.34
2023-10-20 13:00:00,119.485
2023-10-20 14:00:00,122.53
2023-10-20 15:00:00,122.925
2023-10-20 16:00:00,122.225
2023-10-20 17:00:00,122.05
2023-10-20 18:00:00,120.175
2023-10-20 19:00:00,117.77
2023-10-20 20:00:00,115.125
2023-10-20 21:00:00,113.45
2023-10-20 22:00:00,111.455
2023-10-20 23:00:00,109.535
2023-10-21 00:00:00,109.425
2023-10-21 01:00:00,109.425
2023-10-21 02:00:00,109.505
2023-10-21 03:00:00,109.555
2023-10-21 04:00:00,111.05
2023-10-21 05:00:00,112.28
2023-10-21 06:00:00,113.31
2023-10-21 07:00:00,114.7
2023-10-21 08:00:00,114.695
2023-10-21 09:00:00,113.16
2023-10-21 10:00:00,111.76
